"feature","frequency","rank","docfreq","group"
"eschew",1,16464,1,"all"
"expire",1,16464,1,"all"
"seasonally",1,16464,1,"all"
"leisure",1,16464,1,"all"
"breeders",1,16464,1,"all"
"koster",1,16464,1,"all"
"outlets",1,16464,1,"all"
"taubman",1,16464,1,"all"
"472,000-square-foot",1,16464,1,"all"
"jansen",1,16464,1,"all"
"honeycutt",1,16464,1,"all"
"spokesperson",1,16464,1,"all"
"florida-based",1,16464,1,"all"
"herzog",1,16464,1,"all"
"retrofit",1,16464,1,"all"
"hellweg",1,16464,1,"all"
"orinda",1,16464,1,"all"
"bahr",1,16464,1,"all"
"finalized",1,16464,1,"all"
"shaming",1,16464,1,"all"
"ramirez",1,16464,1,"all"
"leaguers",1,16464,1,"all"
"mini-me",1,16464,1,"all"
"filippo's",1,16464,1,"all"
"sanfilippo",1,16464,1,"all"
"re-created",1,16464,1,"all"
"23-10",1,16464,1,"all"
"upstart",1,16464,1,"all"
"commonwealth",1,16464,1,"all"
"11th-seeded",1,16464,1,"all"
"68-team",1,16464,1,"all"
"third-seeded",1,16464,1,"all"
"jarnkrok",1,16464,1,"all"
"5-foot-11",1,16464,1,"all"
"160-pound",1,16464,1,"all"
"brynas",1,16464,1,"all"
"sweden's",1,16464,1,"all"
"carlson's",1,16464,1,"all"
"3-on-1",1,16464,1,"all"
"bauer",1,16464,1,"all"
"butterfingers",1,16464,1,"all"
"reeeeeally",1,16464,1,"all"
"cherishing",1,16464,1,"all"
"kreis",1,16464,1,"all"
"reneau",1,16464,1,"all"
"competes",1,16464,1,"all"
"visalia",1,16464,1,"all"
"wainscoting",1,16464,1,"all"
"down-filled",1,16464,1,"all"
"forston",1,16464,1,"all"
"already-tough",1,16464,1,"all"
"alesia",1,16464,1,"all"
"quan",1,16464,1,"all"
"swell",1,16464,1,"all"
"yossef",1,16464,1,"all"
"bodansky",1,16464,1,"all"
"nina",1,16464,1,"all"
"haydn",1,16464,1,"all"
"mozart",1,16464,1,"all"
"beethoven",1,16464,1,"all"
"mendelssohn",1,16464,1,"all"
"schoenberg",1,16464,1,"all"
"debussy",1,16464,1,"all"
"shostakovich",1,16464,1,"all"
"lutoslawski",1,16464,1,"all"
"porat",1,16464,1,"all"
"currier",1,16464,1,"all"
"neinas",1,16464,1,"all"
"longterm",1,16464,1,"all"
"650-522-7650",1,16464,1,"all"
"650-522-7676",1,16464,1,"all"
"snowmaking",1,16464,1,"all"
"dalzell",1,16464,1,"all"
"weather-dependent",1,16464,1,"all"
"littleton",1,16464,1,"all"
"sweet-and-sour",1,16464,1,"all"
"kaplan's",1,16464,1,"all"
"amazement",1,16464,1,"all"
"zeile",1,16464,1,"all"
"long-delayed",1,16464,1,"all"
"menace",1,16464,1,"all"
"coal-fired",1,16464,1,"all"
"centrists",1,16464,1,"all"
"correctness",1,16464,1,"all"
"candid",1,16464,1,"all"
"therese",1,16464,1,"all"
"four-minute",1,16464,1,"all"
"half-million",1,16464,1,"all"
"richter",1,16464,1,"all"
"naturalist",1,16464,1,"all"
"geographic",1,16464,1,"all"
"gulf's",1,16464,1,"all"
"fronted",1,16464,1,"all"
"ports",1,16464,1,"all"
"grossman",1,16464,1,"all"
"championed",1,16464,1,"all"
"eameses",1,16464,1,"all"
"raphael",1,16464,1,"all"
"ellwood",1,16464,1,"all"
"follis",1,16464,1,"all"
"laguardia",1,16464,1,"all"
"precheck",1,16464,1,"all"
"bolstering",1,16464,1,"all"
"metallurgical",1,16464,1,"all"
"steelmaking",1,16464,1,"all"
"reiff",1,16464,1,"all"
"draft-day",1,16464,1,"all"
"parkston",1,16464,1,"all"
"lee's",1,16464,1,"all"
"de'von",1,16464,1,"all"
"flournoy",1,16464,1,"all"
"redshirt",1,16464,1,"all"
"crossovers",1,16464,1,"all"
"frayman",1,16464,1,"all"
"hails",1,16464,1,"all"
"sosnowiec",1,16464,1,"all"
"non-jewish",1,16464,1,"all"
"balagova",1,16464,1,"all"
"duckworth",1,16464,1,"all"
"dormant",1,16464,1,"all"
"corieri",1,16464,1,"all"
"myst",1,16464,1,"all"
"suede",1,16464,1,"all"
"munchbar",1,16464,1,"all"
"cater",1,16464,1,"all"
"corieri's",1,16464,1,"all"
"edmund's",1,16464,1,"all"
"apnea",1,16464,1,"all"
"snore",1,16464,1,"all"
"markings",1,16464,1,"all"
"sharrows",1,16464,1,"all"
"loneliest",1,16464,1,"all"
"infused",1,16464,1,"all"
"harmonious",1,16464,1,"all"
"maze",1,16464,1,"all"
"maturing",1,16464,1,"all"
"kahane",1,16464,1,"all"
"nicks",1,16464,1,"all"
"adobe",1,16464,1,"all"
"excelled",1,16464,1,"all"
"superheroes",1,16464,1,"all"
"superman",1,16464,1,"all"
"queried",1,16464,1,"all"
"forwarding",1,16464,1,"all"
"fiddles",1,16464,1,"all"
"flute",1,16464,1,"all"
"accordion",1,16464,1,"all"
"brisk",1,16464,1,"all"
"tempo",1,16464,1,"all"
"erdelyi",1,16464,1,"all"
"twinsburg",1,16464,1,"all"
"tennis-shoe",1,16464,1,"all"
"characterized",1,16464,1,"all"
"pathway",1,16464,1,"all"
"8-year-old",1,16464,1,"all"
"pluvius",1,16464,1,"all"
"ballwin",1,16464,1,"all"
"cornmeal-coated",1,16464,1,"all"
"catfish",1,16464,1,"all"
"hams",1,16464,1,"all"
"preachy",1,16464,1,"all"
"al-kidd's",1,16464,1,"all"
"ashcroft",1,16464,1,"all"
"abreu",1,16464,1,"all"
"laa",1,16464,1,"all"
"windup",1,16464,1,"all"
"jetliners",1,16464,1,"all"
"jarred",1,16464,1,"all"
"jamal",1,16464,1,"all"
"attests",1,16464,1,"all"
"curry's",1,16464,1,"all"
"fright",1,16464,1,"all"
"summed",1,16464,1,"all"
"journalistic",1,16464,1,"all"
"canby",1,16464,1,"all"
"1,620-student",1,16464,1,"all"
"misérables",1,16464,1,"all"
"rounded",1,16464,1,"all"
"halves",1,16464,1,"all"
"blackened",1,16464,1,"all"
"eckhof",1,16464,1,"all"
"weinland",1,16464,1,"all"
"veltliner",1,16464,1,"all"
"pea-vine",1,16464,1,"all"
"lingering",1,16464,1,"all"
"spritz",1,16464,1,"all"
"cocktail-party",1,16464,1,"all"
"schwarzbock",1,16464,1,"all"
"hofer",1,16464,1,"all"
"etz",1,16464,1,"all"
"theise",1,16464,1,"all"
"skurnik",1,16464,1,"all"
"freddy's",1,16464,1,"all"
"nbc-channel",1,16464,1,"all"
"opal",1,16464,1,"all"
"sande",1,16464,1,"all"
"wolverines",1,16464,1,"all"
"rockford's",1,16464,1,"all"
"fumbled",1,16464,1,"all"
"election-reform",1,16464,1,"all"
"creamsicle",1,16464,1,"all"
"underscore",1,16464,1,"all"
"dismissal",1,16464,1,"all"
"riddance",1,16464,1,"all"
"brucey",1,16464,1,"all"
"bart's",1,16464,1,"all"
"reiterated",1,16464,1,"all"
"polovinka",1,16464,1,"all"
"goose-bump",1,16464,1,"all"
"colonies",1,16464,1,"all"
"dunking",1,16464,1,"all"
"fetch",1,16464,1,"all"
"deblasio",1,16464,1,"all"
"pseudonym",1,16464,1,"all"
"bingle",1,16464,1,"all"
"firings",1,16464,1,"all"
"galanida",1,16464,1,"all"
"in-house",1,16464,1,"all"
"modification",1,16464,1,"all"
"firsthand",1,16464,1,"all"
"since-departed",1,16464,1,"all"
"reilly",1,16464,1,"all"
"chalky",1,16464,1,"all"
"ottinger",1,16464,1,"all"
"ronchetti",1,16464,1,"all"
"o'toole",1,16464,1,"all"
"usga",1,16464,1,"all"
"cristian",1,16464,1,"all"
"50-year-old",1,16464,1,"all"
"suffolk",1,16464,1,"all"
"attorney’s",1,16464,1,"all"
"cool-season",1,16464,1,"all"
"warm-season",1,16464,1,"all"
"trellis",1,16464,1,"all"
"automaker",1,16464,1,"all"
"idled",1,16464,1,"all"
"pinocchio",1,16464,1,"all"
"emblazoned",1,16464,1,"all"
"tendon",1,16464,1,"all"
"tripadvisor",1,16464,1,"all"
"behring's",1,16464,1,"all"
"walsh's",1,16464,1,"all"
"lawall",1,16464,1,"all"
"biopsy",1,16464,1,"all"
"mays",1,16464,1,"all"
"30-year",1,16464,1,"all"
"parole",1,16464,1,"all"
"garbis",1,16464,1,"all"
"efploia's",1,16464,1,"all"
"rejects",1,16464,1,"all"
"37-25",1,16464,1,"all"
"spiro",1,16464,1,"all"
"relayed",1,16464,1,"all"
"lawrence's",1,16464,1,"all"
"trisha",1,16464,1,"all"
"sweetheart",1,16464,1,"all"
"peaked",1,16464,1,"all"
"meandering",1,16464,1,"all"
"slipped",1,16464,1,"all"
"emblematic",1,16464,1,"all"
"pwc",1,16464,1,"all"
"autofacts",1,16464,1,"all"
"burckson",1,16464,1,"all"
"car's",1,16464,1,"all"
"chicken-apple",1,16464,1,"all"
"21-day",1,16464,1,"all"
"danks",1,16464,1,"all"
"0-8",1,16464,1,"all"
"dmitry",1,16464,1,"all"
"samarov",1,16464,1,"all"
"all-consuming",1,16464,1,"all"
"doyne",1,16464,1,"all"
"altoona",1,16464,1,"all"
"cataldo",1,16464,1,"all"
"baalke",1,16464,1,"all"
"allure",1,16464,1,"all"
"maldonado",1,16464,1,"all"
"piganelli",1,16464,1,"all"
"humdingers",1,16464,1,"all"
"trippy",1,16464,1,"all"
"denominator",1,16464,1,"all"
"morici",1,16464,1,"all"
"ponzi",1,16464,1,"all"
"t13",1,16464,1,"all"
"kunin",1,16464,1,"all"
"marcks",1,16464,1,"all"
"huskey",1,16464,1,"all"
"t16",1,16464,1,"all"
"beck",1,16464,1,"all"
"kennett",1,16464,1,"all"
"mitra",1,16464,1,"all"
"nadim",1,16464,1,"all"
"hypertension",1,16464,1,"all"
"purists",1,16464,1,"all"
"antelo",1,16464,1,"all"
"scribes",1,16464,1,"all"
"pestilence",1,16464,1,"all"
"famine",1,16464,1,"all"
"brendan",1,16464,1,"all"
"ax",1,16464,1,"all"
"goldberg",1,16464,1,"all"
"shumaker",1,16464,1,"all"
"board’s",1,16464,1,"all"
"sciarra",1,16464,1,"all"
"rosado",1,16464,1,"all"
"warhol",1,16464,1,"all"
"novak",1,16464,1,"all"
"djokovic",1,16464,1,"all"
"complains",1,16464,1,"all"
"ball's",1,16464,1,"all"
"precaution",1,16464,1,"all"
"american's",1,16464,1,"all"
"profitability",1,16464,1,"all"
"formulating",1,16464,1,"all"
"indicators",1,16464,1,"all"
"painkiller",1,16464,1,"all"
"manning",1,16464,1,"all"
"immunized",1,16464,1,"all"
"co-pay",1,16464,1,"all"
"insurer",1,16464,1,"all"
"congested",1,16464,1,"all"
"overinsured",1,16464,1,"all"
"big-man-on-campus",1,16464,1,"all"
"telekinetic",1,16464,1,"all"
"levitate",1,16464,1,"all"
"lester's",1,16464,1,"all"
"unannounced",1,16464,1,"all"
"plop",1,16464,1,"all"
"05-10",1,16464,1,"all"
"pre-1950",1,16464,1,"all"
"linebackers",1,16464,1,"all"
"simeon",1,16464,1,"all"
"spitzer",1,16464,1,"all"
"preliminaries",1,16464,1,"all"
"weekend's",1,16464,1,"all"
"weissenborn",1,16464,1,"all"
"oduwole's",1,16464,1,"all"
"wolf-trapping",1,16464,1,"all"
"9-year-old",1,16464,1,"all"
"presidio",1,16464,1,"all"
"deep-red",1,16464,1,"all"
"gamey",1,16464,1,"all"
"pork-like",1,16464,1,"all"
"sirloins",1,16464,1,"all"
"roasts",1,16464,1,"all"
"rathbun",1,16464,1,"all"
"cservenyak",1,16464,1,"all"
"kozol",1,16464,1,"all"
"joliet",1,16464,1,"all"
"mokena",1,16464,1,"all"
"ecology",1,16464,1,"all"
"responding",1,16464,1,"all"
"sachet",1,16464,1,"all"
"fertilize",1,16464,1,"all"
"spikes",1,16464,1,"all"
"deep-water",1,16464,1,"all"
"armstrong's",1,16464,1,"all"
"bannister",1,16464,1,"all"
"secretion",1,16464,1,"all"
"levitski",1,16464,1,"all"
"causevic",1,16464,1,"all"
"regents",1,16464,1,"all"
"u's",1,16464,1,"all"
"asilomar",1,16464,1,"all"
"deer-filled",1,16464,1,"all"
"fishwife",1,16464,1,"all"
"17-mile",1,16464,1,"all"
"eight-",1,16464,1,"all"
"nine-",1,16464,1,"all"
"10-pitch",1,16464,1,"all"
"raspy",1,16464,1,"all"
"fiercest",1,16464,1,"all"
"pro-israel",1,16464,1,"all"
"concede",1,16464,1,"all"
"matchless",1,16464,1,"all"
"espionage",1,16464,1,"all"
"mossad",1,16464,1,"all"
"human-intelligence",1,16464,1,"all"
"intimately",1,16464,1,"all"
"nuclear-arms",1,16464,1,"all"
"securitized",1,16464,1,"all"
"balances",1,16464,1,"all"
"reductions",1,16464,1,"all"
"hanged",1,16464,1,"all"
"company-orange",1,16464,1,"all"
"still-which",1,16464,1,"all"
"energy's",1,16464,1,"all"
"advanced-vehicle-technology",1,16464,1,"all"
"mpg-e",1,16464,1,"all"
"epa's",1,16464,1,"all"
"evs",1,16464,1,"all"
"fancy-dancy",1,16464,1,"all"
"lithium-iron-phosphate",1,16464,1,"all"
"0-for-13",1,16464,1,"all"
"wachovia",1,16464,1,"all"
"leavitt",1,16464,1,"all"
"madore",1,16464,1,"all"
"mabrey",1,16464,1,"all"
"wishram",1,16464,1,"all"
"burner",1,16464,1,"all"
"ratification",1,16464,1,"all"
"femur",1,16464,1,"all"
"pleistocene",1,16464,1,"all"
"ysl",1,16464,1,"all"
"deneuve",1,16464,1,"all"
"paloma",1,16464,1,"all"
"picasso",1,16464,1,"all"
"bridle",1,16464,1,"all"
"60-foot-long",1,16464,1,"all"
"constellation-exelon",1,16464,1,"all"
"chicago-based",1,16464,1,"all"
"unevenly",1,16464,1,"all"
"choreographing",1,16464,1,"all"
"loki's",1,16464,1,"all"
"winsted's",1,16464,1,"all"
"termite",1,16464,1,"all"
"cleanout",1,16464,1,"all"
"plantings",1,16464,1,"all"
"jasmine",1,16464,1,"all"
"marty's",1,16464,1,"all"
"36-30",1,16464,1,"all"
"construed",1,16464,1,"all"
"preempt",1,16464,1,"all"
"waive",1,16464,1,"all"
"mementos",1,16464,1,"all"
"alienor",1,16464,1,"all"
"d'aquitaine",1,16464,1,"all"
"tourner",1,16464,1,"all"
"introspection",1,16464,1,"all"
"aplomb",1,16464,1,"all"
"goldyn's",1,16464,1,"all"
"throbbing",1,16464,1,"all"
"disco",1,16464,1,"all"
"eureka",1,16464,1,"all"
"sharkey",1,16464,1,"all"
"honeymoon",1,16464,1,"all"
"precincts",1,16464,1,"all"
"cat-and-mouse",1,16464,1,"all"
"motorcade",1,16464,1,"all"
"marler",1,16464,1,"all"
"bush-era",1,16464,1,"all"
"gauntlet",1,16464,1,"all"
"non-starter",1,16464,1,"all"
"drugmakers",1,16464,1,"all"
"world-renown",1,16464,1,"all"
"soprano",1,16464,1,"all"
"jessye",1,16464,1,"all"
"interlochen",1,16464,1,"all"
"composer-pianist",1,16464,1,"all"
"ong",1,16464,1,"all"
"reunification",1,16464,1,"all"
"levine",1,16464,1,"all"
"billionaires",1,16464,1,"all"
"commedia",1,16464,1,"all"
"dell’arte",1,16464,1,"all"
"muses",1,16464,1,"all"
"harlequin",1,16464,1,"all"
"t-rob",1,16464,1,"all"
"buford",1,16464,1,"all"
"rentals",1,16464,1,"all"
"homeownership",1,16464,1,"all"
"dearth",1,16464,1,"all"
"renters",1,16464,1,"all"
"85-yard",1,16464,1,"all"
"sixth-ranked",1,16464,1,"all"
"mustangs",1,16464,1,"all"
"medina's",1,16464,1,"all"
"5-yard",1,16464,1,"all"
"vein",1,16464,1,"all"
"intimidate",1,16464,1,"all"
"excused",1,16464,1,"all"
"strevig",1,16464,1,"all"
"harford",1,16464,1,"all"
"fallston",1,16464,1,"all"
"kilmer",1,16464,1,"all"
"commencement",1,16464,1,"all"
"dane's",1,16464,1,"all"
"day-night",1,16464,1,"all"
"hamilton’s",1,16464,1,"all"
"setback",1,16464,1,"all"
"dye-contrast",1,16464,1,"all"
"left-hand",1,16464,1,"all"
"wipers",1,16464,1,"all"
"moriarty",1,16464,1,"all"
"wallace’s",1,16464,1,"all"
"acknowledgment",1,16464,1,"all"
"329-2600",1,16464,1,"all"
"624-2700",1,16464,1,"all"
"pkwy",1,16464,1,"all"
"851-7200",1,16464,1,"all"
"shipley",1,16464,1,"all"
"6-foot-1",1,16464,1,"all"
"napoli",1,16464,1,"all"
"spritzer",1,16464,1,"all"
"rose’s",1,16464,1,"all"
"payne",1,16464,1,"all"
"hosley",1,16464,1,"all"
"secaucus",1,16464,1,"all"
"hackensack",1,16464,1,"all"
"populous",1,16464,1,"all"
"trans-jordan",1,16464,1,"all"
"hejaz",1,16464,1,"all"
"thirty-one",1,16464,1,"all"
"signify",1,16464,1,"all"
"baby-sit",1,16464,1,"all"
"camby",1,16464,1,"all"
"266-269",1,16464,1,"all"
"20-23",1,16464,1,"all"
"propane",1,16464,1,"all"
"valve",1,16464,1,"all"
"burners",1,16464,1,"all"
"civil-",1,16464,1,"all"
"criminal-case",1,16464,1,"all"
"nsa",1,16464,1,"all"
"then-sun",1,16464,1,"all"
"siobhan",1,16464,1,"all"
"counterterrorism",1,16464,1,"all"
"hoffmann",1,16464,1,"all"
"anesthesia",1,16464,1,"all"
"relaxants",1,16464,1,"all"
"physicality",1,16464,1,"all"
"minimum-",1,16464,1,"all"
"medium-security",1,16464,1,"all"
"culminates",1,16464,1,"all"
"throw-down",1,16464,1,"all"
"statutes",1,16464,1,"all"
"triglyceride",1,16464,1,"all"
"medicines",1,16464,1,"all"
"lopid",1,16464,1,"all"
"tricor",1,16464,1,"all"
"niacin",1,16464,1,"all"
"statins",1,16464,1,"all"
"triglycerides",1,16464,1,"all"
"constitutionally",1,16464,1,"all"
"banda",1,16464,1,"all"
"trustee",1,16464,1,"all"
"antioxidants",1,16464,1,"all"
"antioxidant",1,16464,1,"all"
"chorale",1,16464,1,"all"
"chorus",1,16464,1,"all"
"supplying",1,16464,1,"all"
"momus",1,16464,1,"all"
"busyness",1,16464,1,"all"
"judiciously",1,16464,1,"all"
"adventurers",1,16464,1,"all"
"naadam",1,16464,1,"all"
"gobi",1,16464,1,"all"
"finery",1,16464,1,"all"
"horserace",1,16464,1,"all"
"3wine",1,16464,1,"all"
"shopper",1,16464,1,"all"
"six-bottle",1,16464,1,"all"
"jester's",1,16464,1,"all"
"idiot's",1,16464,1,"all"
"uncorked",1,16464,1,"all"
"schott",1,16464,1,"all"
"zwiesel",1,16464,1,"all"
"wineglasses",1,16464,1,"all"
"mesmer-eyes",1,16464,1,"all"
"mascara",1,16464,1,"all"
"lifts",1,16464,1,"all"
"comb",1,16464,1,"all"
"paraben-free",1,16464,1,"all"
"d-panthenol",1,16464,1,"all"
"overhauled",1,16464,1,"all"
"cbo",1,16464,1,"all"
"lerner",1,16464,1,"all"
"consenting",1,16464,1,"all"
"pass-catching",1,16464,1,"all"
"junior-to-be",1,16464,1,"all"
"tabor",1,16464,1,"all"
"underclassmen",1,16464,1,"all"
"notoriety",1,16464,1,"all"
"enterprises",1,16464,1,"all"
"tow",1,16464,1,"all"
"baldwin",1,16464,1,"all"
"collies",1,16464,1,"all"
"pugs",1,16464,1,"all"
"dachshunds",1,16464,1,"all"
"yocum",1,16464,1,"all"
"conerly",1,16464,1,"all"
"agajanian's",1,16464,1,"all"
"28-27",1,16464,1,"all"
"lan",1,16464,1,"all"
"economical",1,16464,1,"all"
"starperu",1,16464,1,"all"
"science's",1,16464,1,"all"
"warming's",1,16464,1,"all"
"projecting",1,16464,1,"all"
"tipsarevic",1,16464,1,"all"
"soderling",1,16464,1,"all"
"federer",1,16464,1,"all"
"roddick",1,16464,1,"all"
"challengers",1,16464,1,"all"
"legitimately",1,16464,1,"all"
"plans-as",1,16464,1,"all"
"has-and",1,16464,1,"all"
"medicare-type",1,16464,1,"all"
"single-payer",1,16464,1,"all"
"constrain",1,16464,1,"all"
"channeling",1,16464,1,"all"
"lavera",1,16464,1,"all"
"whistles",1,16464,1,"all"
"scaled",1,16464,1,"all"
"firstenergy",1,16464,1,"all"
"out-of-order",1,16464,1,"all"
"streetlights",1,16464,1,"all"
"203rd",1,16464,1,"all"
"dialysis",1,16464,1,"all"
"decisive",1,16464,1,"all"
"myers",1,16464,1,"all"
"news-press",1,16464,1,"all"
"greinke",1,16464,1,"all"
"thing's",1,16464,1,"all"
"councilmember",1,16464,1,"all"
"schenirer",1,16464,1,"all"
"toured",1,16464,1,"all"
"encampment",1,16464,1,"all"
"liriano",1,16464,1,"all"
"lefthander's",1,16464,1,"all"
"houshmand",1,16464,1,"all"
"darnell",1,16464,1,"all"
"oklahoman",1,16464,1,"all"
"hard-nosed",1,16464,1,"all"
"slayed",1,16464,1,"all"
"whupping",1,16464,1,"all"
"arte",1,16464,1,"all"
"moreno",1,16464,1,"all"
"mexican-american",1,16464,1,"all"
"penne",1,16464,1,"all"
"parm",1,16464,1,"all"
"mozzerella",1,16464,1,"all"
"red-sauce",1,16464,1,"all"
"engagingly",1,16464,1,"all"
"cappellini",1,16464,1,"all"
"scallops",1,16464,1,"all"
"moloughney",1,16464,1,"all"
"plum",1,16464,1,"all"
"booted",1,16464,1,"all"
"caterers",1,16464,1,"all"
"landerhaven",1,16464,1,"all"
"lithuanian",1,16464,1,"all"
"svyturys",1,16464,1,"all"
"deckard's",1,16464,1,"all"
"steelheaders",1,16464,1,"all"
"deterring",1,16464,1,"all"
"fillies",1,16464,1,"all"
"mares",1,16464,1,"all"
"olds",1,16464,1,"all"
"gallagher's",1,16464,1,"all"
"functioning",1,16464,1,"all"
"tejeda",1,16464,1,"all"
"accardo",1,16464,1,"all"
"hector",1,16464,1,"all"
"ambriz",1,16464,1,"all"
"seddon",1,16464,1,"all"
"outfielders",1,16464,1,"all"
"spilborghs",1,16464,1,"all"
"huffman",1,16464,1,"all"
"catchers",1,16464,1,"all"
"carlin",1,16464,1,"all"
"pagnozzi",1,16464,1,"all"
"infielders",1,16464,1,"all"
"laroche",1,16464,1,"all"
"gregorio",1,16464,1,"all"
"unfit",1,16464,1,"all"
"bitzer's",1,16464,1,"all"
"raichel",1,16464,1,"all"
"fullerton",1,16464,1,"all"
"manscaper",1,16464,1,"all"
"30-year-old",1,16464,1,"all"
"esthetician",1,16464,1,"all"
"viejo",1,16464,1,"all"
"quark",1,16464,1,"all"
"bathtub",1,16464,1,"all"
"unpleasantly",1,16464,1,"all"
"fire-code",1,16464,1,"all"
"wiring",1,16464,1,"all"
"detectors",1,16464,1,"all"
"seaworthy",1,16464,1,"all"
"42-foot",1,16464,1,"all"
"ketch-rigged",1,16464,1,"all"
"sailboat",1,16464,1,"all"
"1907-08",1,16464,1,"all"
"dirigo",1,16464,1,"all"
"russo-japanese",1,16464,1,"all"
"sherrod",1,16464,1,"all"
"debt-ceiling",1,16464,1,"all"
"baylis",1,16464,1,"all"
"corrosive",1,16464,1,"all"
"schindler",1,16464,1,"all"
"rented",1,16464,1,"all"
"toprak",1,16464,1,"all"
"jalalabad",1,16464,1,"all"
"sediq",1,16464,1,"all"
"sediqi",1,16464,1,"all"
"korsmo",1,16464,1,"all"
"fictional",1,16464,1,"all"
"lawfully",1,16464,1,"all"
"solicitations",1,16464,1,"all"
"substantive",1,16464,1,"all"
"appointees",1,16464,1,"all"
"trusts",1,16464,1,"all"
"nice-guy",1,16464,1,"all"
"magazine's",1,16464,1,"all"
"resignedly",1,16464,1,"all"
"wassail",1,16464,1,"all"
"anchor's",1,16464,1,"all"
"maytag",1,16464,1,"all"
"thwart",1,16464,1,"all"
"imitators",1,16464,1,"all"
"incense",1,16464,1,"all"
"fine-tuned",1,16464,1,"all"
"equilibrium",1,16464,1,"all"
"single-fixture",1,16464,1,"all"
"saulnier",1,16464,1,"all"
"pianist",1,16464,1,"all"
"leschetizky",1,16464,1,"all"
"yo-yo",1,16464,1,"all"
"leila",1,16464,1,"all"
"josefowicz",1,16464,1,"all"
"pronouced",1,16464,1,"all"
"vee-oh-nyay",1,16464,1,"all"
"grape",1,16464,1,"all"
"château-grillet",1,16464,1,"all"
"condrieu",1,16464,1,"all"
"appellations",1,16464,1,"all"
"d'origine",1,16464,1,"all"
"contrôlée",1,16464,1,"all"
"rhône",1,16464,1,"all"
"durland",1,16464,1,"all"
"clemson",1,16464,1,"all"
"6-for-25",1,16464,1,"all"
"outscored",1,16464,1,"all"
"entail",1,16464,1,"all"
"national's",1,16464,1,"all"
"complicates",1,16464,1,"all"
"dildine",1,16464,1,"all"
"37-page",1,16464,1,"all"
"purporting",1,16464,1,"all"
"catalyst",1,16464,1,"all"
"question-and-answer",1,16464,1,"all"
"boarded",1,16464,1,"all"
"ziyad",1,16464,1,"all"
"head's",1,16464,1,"all"
"440-801-1001",1,16464,1,"all"
"duc",1,16464,1,"all"
"robot",1,16464,1,"all"
"lono",1,16464,1,"all"
"por",1,16464,1,"all"
"grosso",1,16464,1,"all"
"helton",1,16464,1,"all"
"occurrence",1,16464,1,"all"
"redeveloped",1,16464,1,"all"
"recreation-based",1,16464,1,"all"
"quail",1,16464,1,"all"
"16-under",1,16464,1,"all"
"shatt",1,16464,1,"all"
"goal-mouth",1,16464,1,"all"
"tarmac",1,16464,1,"all"
"mosscreek",1,16464,1,"all"
"landau",1,16464,1,"all"
"spellman",1,16464,1,"all"
"skyfall",1,16464,1,"all"
"judi",1,16464,1,"all"
"dench",1,16464,1,"all"
"naomie",1,16464,1,"all"
"berenice",1,16464,1,"all"
"marlohe",1,16464,1,"all"
"severine",1,16464,1,"all"
"allison's",1,16464,1,"all"
"duggan",1,16464,1,"all"
"disapproves",1,16464,1,"all"
"cry-baby",1,16464,1,"all"
"delinquent",1,16464,1,"all"
"coast-to-coast",1,16464,1,"all"
"sorge",1,16464,1,"all"
"girders",1,16464,1,"all"
"bite-size",1,16464,1,"all"
"predictable",1,16464,1,"all"
"achievable",1,16464,1,"all"
"sorely",1,16464,1,"all"
"courtois",1,16464,1,"all"
"icloud",1,16464,1,"all"
"freshly-baked",1,16464,1,"all"
"ios",1,16464,1,"all"
"brick-lined",1,16464,1,"all"
"idols",1,16464,1,"all"
"lifehouse",1,16464,1,"all"
"beyonce's",1,16464,1,"all"
"courted",1,16464,1,"all"
"lenore",1,16464,1,"all"
"manned",1,16464,1,"all"
"spaceflight",1,16464,1,"all"
"front-row",1,16464,1,"all"
"logistically",1,16464,1,"all"
"migrant",1,16464,1,"all"
"deportations",1,16464,1,"all"
"intolerable",1,16464,1,"all"
"nogales",1,16464,1,"all"
"win-at-all",1,16464,1,"all"
"l'il",1,16464,1,"all"
"abner",1,16464,1,"all"
"malaysians",1,16464,1,"all"
"captivated",1,16464,1,"all"
"self-made",1,16464,1,"all"
"mogul",1,16464,1,"all"
"disposed",1,16464,1,"all"
"fissures",1,16464,1,"all"
"leaked",1,16464,1,"all"
"innocuous",1,16464,1,"all"
"chartered",1,16464,1,"all"
"england's",1,16464,1,"all"
"leary",1,16464,1,"all"
"timear",1,16464,1,"all"
"endangerment",1,16464,1,"all"
"socking",1,16464,1,"all"
"spend-today",1,16464,1,"all"
"deal-with-tomorrow-later",1,16464,1,"all"
"gristina's",1,16464,1,"all"
"unfavorably",1,16464,1,"all"
"itzler",1,16464,1,"all"
"self-proclaimed",1,16464,1,"all"
"prostitution",1,16464,1,"all"
"felonies",1,16464,1,"all"
"uaw",1,16464,1,"all"
"staal",1,16464,1,"all"
"penguins",1,16464,1,"all"
"bmw",1,16464,1,"all"
"mwanga",1,16464,1,"all"
"botox",1,16464,1,"all"
"xeomin",1,16464,1,"all"
"guilford",1,16464,1,"all"
"scuttlebutt",1,16464,1,"all"
"admonition",1,16464,1,"all"
"ridiculed",1,16464,1,"all"
"reviled",1,16464,1,"all"
"mocked",1,16464,1,"all"
"spielberg",1,16464,1,"all"
"animaniacs",1,16464,1,"all"
"gags",1,16464,1,"all"
"wackiness",1,16464,1,"all"
